序号,产品图,名称,电池型号/节数,单位,价格,数量,规格,金额,建议价,市值,条码,重量KG
R-F-156,/product_images/image_row_0529.jpg,MizzZee-谜姬 江东三姐妹润滑液 温润如玉200ml,无,盒,9.555,,1瓶/盒,=G529*F529,48,=J529*G529,6974408080480,0.27
R-F-157,/product_images/image_row_0530.jpg,MizzZee-谜姬 仿真润滑液 乳香200ml,无,瓶,5.2,,1瓶,=G530*F530,38,=J530*G530,6976309821162,0.27
R-F-158,/product_images/image_row_0531.jpg,MizzZee-谜姬 口娇水组合装情趣润滑6只装,无,盒,4.55,,6支/盒,=G531*F531,35,=J531*G531,6976309822138,0.1
R-F-160,/product_images/image_row_0532.jpg,CJ-川井 舒缓沁水润滑液60ml,60ml,盒,0.91,,1瓶/盒,=G532*F532,28,=J532*G532,6971341303577,0.09
R-F-161,/product_images/image_row_0533.jpg,CJ-川井 卡通女友人体润滑液100ml（泳の萝利）,100ML,瓶,3.51,,1瓶,=G533*F533,38,=J533*G533,6971341309517,0.15
R-F-161.2,/product_images/image_row_0534.jpg,CJ-川井 卡通女友人体润滑液100ml（初の恋）,100ML,瓶,3.51,,1瓶,=G534*F534,38,=J534*G534,6971341309500,0.15
R-F-161.3,/product_images/image_row_0535.jpg,CJ-川井 卡通女友人体润滑液100ml（熟の女）,100ML,瓶,3.51,,1瓶,=G535*F535,38,=J535*G535,6971341309524,0.15
R-F-162,/product_images/image_row_0536.jpg,CJ-川井 水蜜桃味角鲨烷润滑液300ml,300ML,瓶,6.37,,1瓶,=G536*F536,58,=J536*G536,6971341307056,0.4
R-F-163,/product_images/image_row_0537.jpg,CJ-川井 水蓝色蚕丝氨基酸润滑液300ml（日本）,300ML,瓶,6.175,,1瓶,=G537*F537,58,=J537*G537,6971341306103,0.4
R-F-164,/product_images/image_row_0538.jpg,CJ-川井 水解胶原蛋白人体润滑液500ml,500ml,瓶,6.63,,1瓶,=G538*F538,58,=J538*G538,6971341303782,0.6
R-F-165,/product_images/image_row_0539.jpg,CJ-川井 滋养丝素蛋白润滑液110ml（日本）,110ML,盒,18.85,,1瓶/盒,=G539*F539,78,=J539*G539,6971341306394,0.4
R-F-166,/product_images/image_row_0540.jpg,CJ-川井 日式冰火口爱液,10ml,盒,6.5,,10支/盒,=G540*F540,78,=J540*G540,6971341305236,0.15
R-F-167,/product_images/image_row_0541.jpg,CJ-川井 日式男性延时湿巾（十片装）,1ml,盒,4.225,,10片/盒,=G541*F541,38,=J541*G541,6971341304611,0.08
R-F-168,/product_images/image_row_0542.jpg,CJ-川井 泡壳纸卡延时喷剂5ml（白色）,5ml,盒,4.875,,1瓶/盒,=G542*F542,98,=J542*G542,6971341304840,0.07
R-F-169,/product_images/image_row_0543.jpg,CJ-川井 男性延时喷剂10ml,10ml,盒,5.525,,1瓶/盒,=G543*F543,78,=J543*G543,6971341309302,0.05
R-F-170,/product_images/image_row_0544.jpg,CJ-川井 男性外用延时喷剂金瓶（日本）,6ml,盒,9.75,,1瓶/盒,=G544*F544,98,=J544*G544,6971341304352,0.05
R-F-171,/product_images/image_row_0545.jpg,CJ-川井 男性外用延时喷剂蓝瓶（日本）,6ml,盒,9.75,,1瓶/盒,=G545*F545,98,=J545*G545,6971341306400,0.05
R-F-172,/product_images/image_row_0546.jpg,CJ-川井 日本森田女士凝胶快感液15ml,15ml,盒,12.025,,1瓶/盒,=G546*F546,98,=J546*G546,6971341307476,0.07
R-F-173,/product_images/image_row_0547.jpg,CJ-川井 XXL海绵体增大膏（黑金）,60g,盒,9.75,,1瓶/盒,=G547*F547,128,=J547*G547,6971341305250,0.1
R-F-174,/product_images/image_row_0548.jpg,CJ-川井 女性粉嫩滋养促感液20ml,20ML,盒,7.475,,1瓶/盒,=G548*F548,88,=J548*G548,6971341303638,0.12
R-F-175,/product_images/image_row_0549.jpg,CJ-川井 冰火女士凝胶促感液30ml,30ML,盒,10.075,,1瓶/盒,=G549*F549,98,=J549*G549,6971341304420,0.1
R-F-176,/product_images/image_row_0550.jpg,CJ-川井 私秘粉嫩促感液（银红）,30ML,盒,10.075,,1瓶/盒,=G550*F550,98,=J550*G550,6971341306462,0.15
R-F-177,/product_images/image_row_0551.jpg,CJ-川井 雪莲紧润丸,10粒,盒,12.35,,1瓶/盒,=G551*F551,98,=J551*G551,6971341308329,0.1
R-F-178,/product_images/image_row_0552.jpg,CJ-川井 女性快感液（袋装）,8ml,袋,0.3575,,1袋,=G552*F552,9,=J552*G552,6971341304543,0.01
R-F-179,/product_images/image_row_0553.jpg,CJ-川井 滋养丝素蛋白润滑液（袋装）,8ml,袋,0.13,,1袋,=G553*F553,9,=J553*G553,6971341304635,0.01
R-F-180,/product_images/image_row_0554.jpg,NAISC-耐氏 倍爱力外用延时喷剂,无,盒,9.1,,1瓶/盒,=G554*F554,128,=J554*G554,6971298380218,0.07
R-F-181,/product_images/image_row_0555.jpg,NAISC-耐氏 印度神油加强版,无,盒,9.425,,1瓶/盒,=G555*F555,128,=J555*G555,6971298380232,0.07
R-F-182,/product_images/image_row_0556.jpg,NAISC-耐氏 倍爱力男用喷剂蓝金版,无,盒,14.3,,1瓶/盒,=G556*F556,178,=J556*G556,6971298388894,0.1
R-F-183,/product_images/image_row_0557.jpg,NAISC-耐氏 倍爱力持久装外用植物延时片,无,盒,7.8,,12片/盒,=G557*F557,48,=J557*G557,6971298380225,0.05
R-F-187,/product_images/image_row_0558.jpg,OLO-仓井延迟喷雾喷剂5ml,无,盒,5.265,,1瓶/盒,=G558*F558,88,=J558*G558,6972748060407,0.05
R-F-192,/product_images/image_row_0559.jpg,WFT-印伽豹王喷剂 精华版,无,盒,6.695,,1瓶/盒,=G559*F559,78,=J559*G559,6954249601761,0.05
R-F-195,/product_images/image_row_0560.jpg,WFT-西域狼王,无,盒,19.5,,1瓶/盒,=G560*F560,199,=J560*G560,6954249600894,0.055
R-F-200,/product_images/image_row_0561.jpg,HB-勃鬼延时喷剂,无,盒,13.975,,1瓶/盒,=G561*F561,98,=J561*G561,6922218100362,0.1
R-F-210,/product_images/image_row_0562.jpg,安太医 外用延时巾1片（体验装）,无,盒,1.3,,1片袋,=G562*F562,9,=J562*G562,6924986309145,0.02
R-F-211,/product_images/image_row_0563.jpg,安太医 外用延时巾加强版 3片装,无,盒,6.5,,3片/盒,=G563*F563,39,=J563*G563,6924986300067,0.02
R-F-213,/product_images/image_row_0564.jpg,安太医 阳顶天十六味五子生阳膏2代,无,盒,69.875,,1瓶/盒,=G564*F564,499,=J564*G564,6924986300999,0.35
R-F-220,/product_images/image_row_0565.jpg,XZL-久神战帝男用抑菌喷剂,无,盒,26.65,,1瓶/盒,=G565*F565,159,=J565*G565,6928590190809,0.1
R-F-221,/product_images/image_row_0566.jpg,XZL-金狮男用抑菌喷剂,无,盒,11.7,,1瓶/盒,=G566*F566,98,=J566*G566,6928590133035,0.06
R-F-223,/product_images/image_row_0567.jpg,XZL-银杏叶精华提取女性快感增强液,无,盒,17.55,,1瓶/盒,=G567*F567,88,=J567*G567,6928590166583,0.19
R-F-224,/product_images/image_row_0568.jpg,安太医 三子本草外用延时膏2代 8克装,无,盒,26.65,,1瓶/盒,=G568*F568,99,=J568*G568,6924986300838,0.06
R-F-225,/product_images/image_row_0569.jpg,安太医 专延蛇阳通宝二代外用延时喷剂1ML（体验装）,无,盒,5.85,,1瓶/袋,=G569*F569,49,=J569*G569,6924986301200,0.02
R-F-226,/product_images/image_row_0570.jpg,安太医 专延蛇阳通宝二代外用延时喷剂1ml*8支装,无,盒,69.875,,8瓶/盒,=G570*F570,259,=J570*G570,6924986301002,0.2
R-F-228,/product_images/image_row_0571.jpg,安太医 三方十五味复方外用延时喷剂3ML（迷你版）,无,盒,27.82,,1瓶/盒,=G571*F571,198,=J571*G571,6924986300340,0.1
R-F-230,/product_images/image_row_0572.jpg,安太医 外用延时喷剂3ml(中式加强版),无,盒,15.405,,1瓶/盒,=G572*F572,99,=J572*G572,6924986300142,0.06
R-F-231,/product_images/image_row_0573.jpg,安太医 外用延时喷剂3ml(中式升级版),无,盒,15.925,,1瓶/盒,=G573*F573,99,=J573*G573,6924986300456,0.06
R-F-232,/product_images/image_row_0574.jpg,安太医 外用延时喷剂1ml(中式加强版),无,盒,5.85,,1瓶/盒,=G574*F574,78,=J574*G574,6924986302283,0.06
R-F-233,/product_images/image_row_0575.jpg,安太医 次抛精华跳跳女性快感增强液1支装（体验装）,无,盒,6.37,,1支/袋,=G575*F575,38,=J575*G575,6924986301026,0.02
R-F-234,/product_images/image_row_0576.jpg,安太医 次抛精华跳跳女性快感增强液,无,盒,18.85,,3支/盒,=G576*F576,198,=J576*G576,6924986301101,0.05
R-F-238,/product_images/image_row_0577.jpg,安太医 汉方水润次抛精华玻尿酸原液润滑剂2ML 1支（体验装）,无,盒,3.25,,1支/袋,=G577*F577,19,=J577*G577,6924986301057,0.02
R-F-241,/product_images/image_row_0578.jpg,HB-黑豹Black Panther精华素 助勃增粗精油,无,盒,42.25,,1瓶/盒,=G578*F578,198,=J578*G578,6922218100270,0.2
R-F-242,/product_images/image_row_0579.jpg,HB-黑豹Black Panther豹女郎 女用快感凝胶,无,盒,5.525,,1支/盒,=G579*F579,98,=J579*G579,6922218100522,0.06
R-F-243,/product_images/image_row_0580.jpg,HB-激夫 外用延时喷剂3ml,无,盒,10.075,,1瓶/盒,=G580*F580,98,=J580*G580,6922218100591,0.03
R-F-244,/product_images/image_row_0581.jpg,HB-黑豹Black Panther外用延时喷剂加强版1ml,试用装,盒,5.525,,1瓶/盒,=G581*F581,69,=J581*G581,6922218100423,0.02
R-F-245,/product_images/image_row_0582.jpg,HB-黑豹Black Panther外用延时巾12片装,无,盒,10.66,,12片/盒,=G582*F582,78,=J582*G582,6922218100331,0.05
R-F-246,/product_images/image_row_0583.jpg,HB-黑豹Black Panther外用延时喷剂（黑金版）,无,盒,10.725,,1瓶/盒,=G583*F583,108,=J583*G583,6922218100638,0.05
R-F-247,/product_images/image_row_0584.jpg,HB-黑豹Black Panther外用延时喷剂金装2ml,无,盒,17.225,,1瓶/盒,=G584*F584,199,=J584*G584,6922218100911,0.05
R-F-248,/product_images/image_row_0585.jpg,HB-黑豹Black Panther外用延时喷剂三代加强版,无,盒,46.8,,1瓶/盒,=G585*F585,299,=J585*G585,6922218100959,0.15
R-F-253,/product_images/image_row_0586.jpg,YCG-龙吟活力液男士增大增粗膏加强版,无,盒,8.45,,1瓶/盒,=G586*F586,278,=J586*G586,6971212076807,0.11
R-F-254,/product_images/image_row_0587.jpg,YCG-凤鸣添趣升华液女士快感助情液2代加强版,无,盒,8.45,,1瓶/盒,=G587*F587,278,=J587*G587,6971212076791,0.11
R-F-260,/product_images/image_row_0588.jpg,YCG-龙吟极乐水男士喷剂2.0加强版,无,盒,6.175,,1瓶/盒,=G588*F588,198,=J588*G588,6971212079723,0.05
R-F-261,/product_images/image_row_0589.jpg,YCG-龙吟至尊液男士喷剂臻藏版,无,盒,6.175,,1瓶/盒,=G589*F589,198,=J589*G589,6971212079730,0.05
R-F-280,/product_images/image_row_0590.jpg,YCG-龙吟 御龙液男士外用喷剂,无,盒,4.225,,1瓶/盒,=G590*F590,178,=J590*G590,6971212076074,0.035
R-F-281,/product_images/image_row_0591.jpg,YCG-凤鸣 水滴女用快感增强凝露,无,盒,4.225,,1瓶/盒,=G591*F591,178,=J591*G591,6971212078221,0.05
R-F-282,/product_images/image_row_0592.jpg,YCG-龙吟 NO.LY男士外用喷剂,无,盒,4.225,,1瓶/盒,=G592*F592,178,=J592*G592,6971212076081,0.035
R-F-283,/product_images/image_row_0593.jpg,YCG-御龙金枪男士外用喷剂,无,盒,4.225,,1瓶/盒,=G593*F593,178,=J593*G593,6971212076098,0.035
N-G-001,/product_images/image_row_0594.jpg,HQ-悦青春单跳蛋,7号电池2节,盒,5.265,,1个/盒,=G594*F594,58,=J594*G594,6939068900974,0.07
N-G-002,/product_images/image_row_0595.jpg,情趣双跳蛋,5号电池2节,盒,5.2,,1个/盒,=G595*F595,58,=J595*G595,6971858540335,0.09
N-G-004,/product_images/image_row_0596.jpg,QY-小怪兽手指振动舌,内含电子,盒,8.125,,1个/盒,=G596*F596,58,=J596*G596,6974013790057,0.06
N-G-006,/product_images/image_row_0597.jpg,LILO-海豚棒迷你跳蛋（塑封）,5池1节,盒,2.47,,1个/盒,=G597*F597,68,=J597*G597,6970556031169,0.05
N-G-007,/product_images/image_row_0598.jpg,LILO-口红跳蛋（塑封）,5池1节,盒,2.6,,1个/盒,=G598*F598,88,=J598*G598,6970556030179,0.05
N-G-008.1,/product_images/image_row_0599.jpg,LILO-情趣双跳蛋A 圆头震动吸允,USB直插,磨砂粉袋,6.825,,1个/袋,=G599*F599,68,=J599*G599,6970556032739,0.1
N-G-008.2,/product_images/image_row_0600.jpg,LILO-情趣双跳蛋B 吸允舌舔跳蛋,USB直插,磨砂粉袋,7.8,,1个/袋,=G600*F600,68,=J600*G600,6970556032722,0.1
N-G-008.3,/product_images/image_row_0601.jpg,LILO-情趣双跳蛋C 尖头震动吸允,USB直插,磨砂粉袋,7.8,,1个/袋,=G601*F601,68,=J601*G601,6970556032715,0.1
N-G-008.4,/product_images/image_row_0602.jpg,LILO-情趣双跳蛋D 尖圆双震动,USB直插,磨砂粉袋,6.5,,1个/袋,=G602*F602,68,=J602*G602,6970556032708,0.1
N-G-009,/product_images/image_row_0603.jpg,LILO-情趣震动棒 小龟棒,5池1节,袋,6.89,,1个/袋,=G603*F603,68,=J603*G603,6970556031923,0.09
N-G-010,/product_images/image_row_0604.jpg,LILO-震动棒长子弹头,7号电池2节,袋,7.02,,1个/袋,=G604*F604,68,=J604*G604,6970556032104,0.05
N-G-011,/product_images/image_row_0605.jpg,LILO-不倒翁震动按摩刺激AV棒,7号电池2节,盒,9.1,,1个/盒,=G605*F605,78,=J605*G605,6970556030704,0.1
N-G-012,/product_images/image_row_0606.jpg,LILO-吮吸熊震动迷你跳蛋,7号电池2节,盒,9.75,,1个/盒,=G606*F606,78,=J606*G606,6970556034641,0.1
N-G-013.1,/product_images/image_row_0607.jpg,LILO-点豆棒(单震)粉色,7号电池2节,盒,12.35,,1个/盒,=G607*F607,98,=J607*G607,6970556033811,0.1
N-G-013.2,/product_images/image_row_0608.jpg,LILO-点潮棒(双震)粉色,7号电池2节,盒,15.47,,1个/盒,=G608*F608,118,=J608*G608,6970556033804,0.1
N-G-014,/product_images/image_row_0609.jpg,LILO-小企鹅USB变频情趣跳蛋,USB充电,盒,16.575,,1个/盒,=G609*F609,128,=J609*G609,6970556031176,0.1
N-G-015,/product_images/image_row_0610.jpg,LILO-么么蛋10段变频跳蛋,内附USB充电线,盒,16.575,,1个/盒,=G610*F610,128,=J610*G610,6970556030308,0.1
N-G-016,/product_images/image_row_0611.jpg,LILO-小妮子穿戴樱花粉APP远程跳蛋,内附USB充电线,盒,20.735,,1个/盒,=G611*F611,128,=J611*G611,6970556034757,0.1
N-G-017,/product_images/image_row_0612.jpg,LILO-来芬吮吸舌舔震动情趣跳蛋,USB充电,盒,22.425,,1个/盒,=G612*F612,128,=J612*G612,6970556033415,0.1
N-G-018.1,/product_images/image_row_0613.jpg,LILO-小话筒AV震动棒樱花粉USB款,内附USB充电线,盒,23.075,,1个/盒,=G613*F613,178,=J613*G613,6970556031091,0.4
N-G-018.2,/product_images/image_row_0614.jpg,LILO-爱神双头震动AV棒,内附USB充电线,盒,24.83,,1个/盒,=G614*F614,198,=J614*G614,6970556030513,0.3
N-G-019,/product_images/image_row_0615.jpg,LILO-米罗AV棒粉樱花粉USB款,内附USB充电线,盒,27.17,,1个/盒,=G615*F615,178,=J615*G615,6970556034931,0.177489177489178
N-G-020,/product_images/image_row_0616.jpg,亚优 潮吹跳蛋,5号电池2节,盒,8.45,,1个/盒,=G616*F616,68,=J616*G616,6972453093370,0.1
N-G-021,/product_images/image_row_0617.jpg,亚优 罗马小钢炮,5号电池2节,盒,10.4,,1个/盒,=G617*F617,78,=J617*G617,6972453098320,0.14
N-G-023,/product_images/image_row_0618.jpg,YY-双跳蛋,5号电池2节,盒,5.603,,1个/盒,=G618*F618,68,=J618*G618,6972453097040,0.09
N-G-024,/product_images/image_row_0619.jpg,YY-霸王阳具 肉色,5号电池2节,盒,10.66,,1个/盒,=G619*F619,98,=J619*G619,6972453092311,0.24
N-G-025,/product_images/image_row_0620.jpg,YY-霸王阳具 黑色,5号电池2节,盒,10.66,,1个/盒,=G620*F620,98,=J620*G620,6972453098900,0.24
N-G-028,/product_images/image_row_0621.jpg,YY-妩媚跳蛋,7号电池2节,盒,10.66,,1个/盒,=G621*F621,217,=J621*G621,6972453093387,0.1
N-G-029,/product_images/image_row_0622.jpg,LILO-小贝壳 变频遥控跳蛋,7号电池2节,盒,5.46,,1个/盒,=G622*F622,78,=J622*G622,6970556030384,0.1
N-G-030,/product_images/image_row_0623.jpg,LILO-卡通舌舔猪 电池款,内含纽扣电池,盒,12.74,,1个/盒,=G623*F623,98,=J623*G623,6970556031428,0.1
N-G-031,/product_images/image_row_0624.jpg,LILO-萌宠甜甜猪 舌舔狂撩充电版,内附USB充电线,盒,15.47,,1个/盒,=G624*F624,98,=J624*G624,6970556034795,0.1
N-G-032,/product_images/image_row_0625.jpg,LILO-逗豆蛋 12频吸吮舌舔双跳蛋,USB直插,盒,14.43,,1个/盒,=G625*F625,98,=J625*G625,6970556031213,0.1
N-G-033,/product_images/image_row_0626.jpg,LILO-初芯 变频女用AV振动棒,7号电池2节,盒,13.78,,1个/盒,=G626*F626,118,=J626*G626,6970556030131,0.15
N-G-034,/product_images/image_row_0627.jpg,LILO-甜心AV棒 10频震动片场同款,内附USB充电线,盒,16.64,,1个/盒,=G627*F627,128,=J627*G627,6970556031145,0.15
N-G-035,/product_images/image_row_0628.jpg,LILO-萌宠小海马 高潮吸吮棒,USB充电,盒,17.29,,1个/盒,=G628*F628,138,=J628*G628,6970556030087,0.1
N-G-036,/product_images/image_row_0629.jpg,LILO-萌宠拉拉熊 10档震动调频跳蛋,内附USB充电线,盒,19.89,,1个/盒,=G629*F629,148,=J629*G629,6970556032746,0.1
N-G-037,/product_images/image_row_0630.jpg,LILO-萌宠恰恰狗 10档舌舔调频跳蛋,内附USB充电线,盒,20.93,,1个/盒,=G630*F630,158,=J630*G630,6970556032760,0.1
N-G-038,/product_images/image_row_0631.jpg,LILO-萌宠象 10段调频硅胶跳蛋,内附USB充电线,盒,22.1,,1个/盒,=G631*F631,158,=J631*G631,6970556031473,0.1
N-G-039,/product_images/image_row_0632.jpg,LILO-萌宠鹿 10段调频硅胶跳蛋,内附USB充电线,盒,22.1,,1个/盒,=G632*F632,158,=J632*G632,6970556031466,0.1
N-G-040,/product_images/image_row_0633.jpg,LILO-萌宠兔 10段调频硅胶跳蛋,内附USB充电线,盒,22.1,,1个/盒,=G633*F633,158,=J633*G633,6970556031459,0.1
N-G-041,/product_images/image_row_0634.jpg,LILO-贝丝 无线遥控变频跳蛋,内附USB充电线,盒,22.88,,1个/盒,=G634*F634,168,=J634*G634,6970556032883,0.1
N-G-042,/product_images/image_row_0635.jpg,LILO-角斗士APP版 远程控制跳蛋,7号电池2节,盒,19.11,,1个/盒,=G635*F635,168,=J635*G635,6970556031534,0.1
N-G-043,/product_images/image_row_0636.jpg,LILO-梦露 10频震动G点吸允冲击棒,内附USB充电线,盒,43.55,,1个/盒,=G636*F636,218,=J636*G636,6970556033002,0.3
N-G-044,/product_images/image_row_0637.jpg,LILO-棒球棒 加温伸缩震动舌舔仿真阳具棒,内附USB充电线,盒,79.3,,1个/盒,=G637*F637,199,=J637*G637,6970556032203,1
N-G-045,/product_images/image_row_0638.jpg,QY-取悦 欢乐棒 振动按摩龟头棒,5号电池1节,盒,6.825,,1个/盒,=G638*F638,78,=J638*G638,6922359304056,0.1
N-G-046,/product_images/image_row_0639.jpg,QY-取悦 花鼠跳蛋 玫红,7号电池3节,盒,21.255,,1个/盒,=G639*F639,98,=J639*G639,6922359300720,0.1
N-G-047,/product_images/image_row_0640.jpg,FERQU-MY-955欢爱共振跳蛋,7号电池2节,盒,16.9,,1个/盒,=G640*F640,118,=J640*G640,6975624820355,0.1
N-G-048,/product_images/image_row_0641.jpg,QY-取悦 双蛟龙 同性后庭透明水晶阳具,无,盒,26,,1个/盒,=G641*F641,158,=J641*G641,6922359304704,0.45
N-G-049,/product_images/image_row_0642.jpg,QY-取悦 聚元按摩器L 前列腺刺激肛塞,无,盒,14.95,,1个/盒,=G642*F642,98,=J642*G642,6922359300911,0.15
N-G-050,/product_images/image_row_0643.jpg,FQ-10频震动贝壳跳蛋,7号电池2节,盒,7.085,,1个/盒,=G643*F643,88,=J643*G643,6975624820386,0.1
N-G-051,/product_images/image_row_0644.jpg,FQ-12频震动尖叫跳蛋,7号电池2节,盒,7.8,,1个/盒,=G644*F644,98,=J644*G644,6975624820393,0.1
N-G-052,/product_images/image_row_0645.jpg,FQ-10频震动小蛮腰跳蛋,7号电池2节,盒,5.98,,1个/盒,=G645*F645,78,=J645*G645,6975624820409,0.1
N-G-053,/product_images/image_row_0646.jpg,FQ-旋风G点跳蛋,7号电池2节,盒,5.525,,1个/盒,=G646*F646,78,=J646*G646,6975624820416,0.1
N-G-054,/product_images/image_row_0647.jpg,MH-尚感 吮吸小绅士硅胶震动棒,USB充电,盒,18.46,,1个/盒,=G647*F647,128,=J647*G647,6970953722080,0.15
N-G-055,/product_images/image_row_0648.jpg,MH-尚感 吮吸舌舔章鱼按摩棒,内附USB充电线,盒,34.775,,1个/盒,=G648*F648,158,=J648*G648,6970953720963,0.25
N-G-056,/product_images/image_row_0649.jpg,MH-尚感 豪华版小贝壳防水跳蛋,7号电池2节,盒,11.375,,1个/盒,=G649*F649,78,=J649*G649,6970953720338,0.1
N-G-057,/product_images/image_row_0650.jpg,MH-尚感 潮猫吸吮尖头双跳蛋,USB直插,盒,13,,1个/盒,=G650*F650,128,=J650*G650,6970953720468,0.1
N-G-058,/product_images/image_row_0651.jpg,MH-尚感 焕彩双头震动硅胶AV棒 智能加热,内附USB充电线,盒,33.02,,1个/盒,=G651*F651,248,=J651*G651,6970953720680,0.35
N-G-059,/product_images/image_row_0652.jpg,MH-尚感 焕趣AV棒 12频硅胶超强震动,内附USB充电线,盒,19.5,,1个/盒,=G652*F652,198,=J652*G652,6970953720406,0.25
N-G-060,/product_images/image_row_0653.jpg,MH-尚感 焕然无线跳蛋,内附USB充电线,盒,32.5,,1个/盒,=G653*F653,168,=J653*G653,6970953720390,0.2
N-G-061,/product_images/image_row_0654.jpg,MH-尚感 香水瓶无线跳蛋,内附USB充电线,盒,29.25,,1个/盒,=G654*F654,168,=J654*G654,6970953720345,0.2
N-G-062,/product_images/image_row_0655.jpg,MH-尚感 金手指单头震动棒,内附USB充电线,盒,23.53,,1个/盒,=G655*F655,218,=J655*G655,6970953721076,0.15
N-G-063,/product_images/image_row_0656.jpg,MH-尚感 金手指G点双头震动棒 智能加温,内附USB充电线,盒,30.55,,1个/盒,=G656*F656,218,=J656*G656,6970953721311,0.2
N-G-064,/product_images/image_row_0657.jpg,MH-尚感 流氓兔无线G点跳蛋,内附USB充电线,盒,24.05,,1个/盒,=G657*F657,198,=J657*G657,6970953721052,0.2
N-G-065,/product_images/image_row_0658.jpg,MH-尚感 卡通KT猫舌舔跳蛋,内附USB充电线,盒,19.89,,1个/盒,=G658*F658,168,=J658*G658,6970953720352,0.2
N-G-066,/product_images/image_row_0659.jpg,MH-尚感 谜彩震动棒双头12段调频G点兔子震动,内附USB充电线,盒,32.5,,1个/盒,=G659*F659,218,=J659*G659,6970953722134,0.3
N-G-068,/product_images/image_row_0660.jpg,MH-尚感 谜娜震动棒头部震动G点吸吮,内附USB充电线,盒,37.05,,1个/盒,=G660*F660,218,=J660*G660,6970953723148,0.3
N-G-069,/product_images/image_row_0661.jpg,MH-海豚跳蛋,5池1节,盒,3.51,,1个/盒,=G661*F661,58,=J661*G661,6970953720017,0.07
N-G-070,/product_images/image_row_0662.jpg,MH-小蛮腰单频跳蛋 酒店定制,7号电池2节,盒,3.9,,1个/盒,=G662*F662,38,=J662*G662,6970953720000,0.1
